Regulator	Target	Relation	Relation counts
PhosphoSite	Virus	GeneticChange	0
PhosphoSite	ClinicalParameter	GeneticChange	0
PhosphoSite	CellProcess	GeneticChange	0
PhosphoSite	Organism	GeneticChange	0
PhosphoSite	Tissue	GeneticChange	0
PhosphoSite	Treatment	GeneticChange	0
PhosphoSite	CellType	GeneticChange	0
PhosphoSite	GeneticVariant	GeneticChange	0
PhosphoSite	MedicalProcedure	GeneticChange	0
PhosphoSite	PhosphoSite	GeneticChange	0
PhosphoSite	Hyperlink	GeneticChange	0
PhosphoSite	Mutation	GeneticChange	0
PhosphoSite	RNA	GeneticChange	0
PhosphoSite	Site	GeneticChange	0
PhosphoSite	Lysine	GeneticChange	0
PhosphoSite	MethSite	GeneticChange	0
Hyperlink	Protein	GeneticChange	0
Hyperlink	SmallMol	GeneticChange	0
Hyperlink	Complex	GeneticChange	0
Hyperlink	FunctionalClass	GeneticChange	0
Hyperlink	CellObject	GeneticChange	0
Hyperlink	Disease	GeneticChange	0
Hyperlink	Organ	GeneticChange	0
Hyperlink	Virus	GeneticChange	0
Hyperlink	ClinicalParameter	GeneticChange	0
Hyperlink	CellProcess	GeneticChange	0
Hyperlink	Organism	GeneticChange	0
Hyperlink	Tissue	GeneticChange	0
Hyperlink	Treatment	GeneticChange	0
Hyperlink	CellType	GeneticChange	0
Hyperlink	GeneticVariant	GeneticChange	0
Hyperlink	MedicalProcedure	GeneticChange	0
Hyperlink	PhosphoSite	GeneticChange	0
Hyperlink	Hyperlink	GeneticChange	0
Hyperlink	Mutation	GeneticChange	0
Hyperlink	RNA	GeneticChange	0
Hyperlink	Site	GeneticChange	0
Hyperlink	Lysine	GeneticChange	0
Hyperlink	MethSite	GeneticChange	0
Mutation	Protein	GeneticChange	0
Mutation	SmallMol	GeneticChange	0
Mutation	Complex	GeneticChange	0
Mutation	FunctionalClass	GeneticChange	0
Mutation	CellObject	GeneticChange	0
Mutation	Disease	GeneticChange	0
Mutation	Organ	GeneticChange	0
Mutation	Virus	GeneticChange	0
Mutation	ClinicalParameter	GeneticChange	0
Mutation	CellProcess	GeneticChange	0
Mutation	Organism	GeneticChange	0
Mutation	Tissue	GeneticChange	0
Mutation	Treatment	GeneticChange	0
Mutation	CellType	GeneticChange	0
Mutation	GeneticVariant	GeneticChange	0
Mutation	MedicalProcedure	GeneticChange	0
Mutation	PhosphoSite	GeneticChange	0
Mutation	Hyperlink	GeneticChange	0
Mutation	Mutation	GeneticChange	0
Mutation	RNA	GeneticChange	0
Mutation	Site	GeneticChange	0
Mutation	Lysine	GeneticChange	0
Mutation	MethSite	GeneticChange	0
RNA	Protein	GeneticChange	0
RNA	SmallMol	GeneticChange	0
RNA	Complex	GeneticChange	0
RNA	FunctionalClass	GeneticChange	0
RNA	CellObject	GeneticChange	0
RNA	Disease	GeneticChange	0
RNA	Organ	GeneticChange	0
RNA	Virus	GeneticChange	0
RNA	ClinicalParameter	GeneticChange	0
RNA	CellProcess	GeneticChange	0
RNA	Organism	GeneticChange	0
RNA	Tissue	GeneticChange	0
RNA	Treatment	GeneticChange	0
RNA	CellType	GeneticChange	0
RNA	GeneticVariant	GeneticChange	0
RNA	MedicalProcedure	GeneticChange	0
RNA	PhosphoSite	GeneticChange	0
RNA	Hyperlink	GeneticChange	0
RNA	Mutation	GeneticChange	0
RNA	RNA	GeneticChange	0
RNA	Site	GeneticChange	0
RNA	Lysine	GeneticChange	0
RNA	MethSite	GeneticChange	0
Site	Protein	GeneticChange	0
Site	SmallMol	GeneticChange	0
Site	Complex	GeneticChange	0
Site	FunctionalClass	GeneticChange	0
Site	CellObject	GeneticChange	0
Site	Disease	GeneticChange	0
Site	Organ	GeneticChange	0
Site	Virus	GeneticChange	0
Site	ClinicalParameter	GeneticChange	0
Site	CellProcess	GeneticChange	0
Site	Organism	GeneticChange	0
Site	Tissue	GeneticChange	0
Site	Treatment	GeneticChange	0
Site	CellType	GeneticChange	0
Site	GeneticVariant	GeneticChange	0
Site	MedicalProcedure	GeneticChange	0
Site	PhosphoSite	GeneticChange	0
Site	Hyperlink	GeneticChange	0
Site	Mutation	GeneticChange	0
Site	RNA	GeneticChange	0
Site	Site	GeneticChange	0
Site	Lysine	GeneticChange	0
Site	MethSite	GeneticChange	0
Lysine	Protein	GeneticChange	0
Lysine	SmallMol	GeneticChange	0
Lysine	Complex	GeneticChange	0
Lysine	FunctionalClass	GeneticChange	0
Lysine	CellObject	GeneticChange	0
Lysine	Disease	GeneticChange	0
Lysine	Organ	GeneticChange	0
Lysine	Virus	GeneticChange	0
Lysine	ClinicalParameter	GeneticChange	0
Lysine	CellProcess	GeneticChange	0
Lysine	Organism	GeneticChange	0
Lysine	Tissue	GeneticChange	0
Lysine	Treatment	GeneticChange	0
Lysine	CellType	GeneticChange	0
Lysine	GeneticVariant	GeneticChange	0
Lysine	MedicalProcedure	GeneticChange	0
Lysine	PhosphoSite	GeneticChange	0
Lysine	Hyperlink	GeneticChange	0
Lysine	Mutation	GeneticChange	0
Lysine	RNA	GeneticChange	0
Lysine	Site	GeneticChange	0
Lysine	Lysine	GeneticChange	0
Lysine	MethSite	GeneticChange	0
MethSite	Protein	GeneticChange	0
MethSite	SmallMol	GeneticChange	0
MethSite	Complex	GeneticChange	0
MethSite	FunctionalClass	GeneticChange	0
MethSite	CellObject	GeneticChange	0
MethSite	Disease	GeneticChange	0
MethSite	Organ	GeneticChange	0
MethSite	Virus	GeneticChange	0
MethSite	ClinicalParameter	GeneticChange	0
MethSite	CellProcess	GeneticChange	0
MethSite	Organism	GeneticChange	0
MethSite	Tissue	GeneticChange	0
MethSite	Treatment	GeneticChange	0
MethSite	CellType	GeneticChange	0
MethSite	GeneticVariant	GeneticChange	0
MethSite	MedicalProcedure	GeneticChange	0
MethSite	PhosphoSite	GeneticChange	0
MethSite	Hyperlink	GeneticChange	0
MethSite	Mutation	GeneticChange	0
MethSite	RNA	GeneticChange	0
MethSite	Site	GeneticChange	0
MethSite	Lysine	GeneticChange	0
MethSite	MethSite	GeneticChange	0
Protein	Protein	QuantitativeChange	0
Protein	SmallMol	QuantitativeChange	0
Protein	Complex	QuantitativeChange	0
Protein	FunctionalClass	QuantitativeChange	0
Protein	CellObject	QuantitativeChange	0
Protein	Disease	QuantitativeChange	0
Protein	Organ	QuantitativeChange	0
Protein	Virus	QuantitativeChange	0
Protein	ClinicalParameter	QuantitativeChange	0
Protein	CellProcess	QuantitativeChange	0
Protein	Organism	QuantitativeChange	0
Protein	Tissue	QuantitativeChange	0
Protein	Treatment	QuantitativeChange	0
Protein	CellType	QuantitativeChange	0
Protein	GeneticVariant	QuantitativeChange	0
Protein	MedicalProcedure	QuantitativeChange	0
Protein	PhosphoSite	QuantitativeChange	0
Protein	Hyperlink	QuantitativeChange	0
Protein	Mutation	QuantitativeChange	0
Protein	RNA	QuantitativeChange	0
Protein	Site	QuantitativeChange	0
Protein	Lysine	QuantitativeChange	0
Protein	MethSite	QuantitativeChange	0
SmallMol	Protein	QuantitativeChange	0
SmallMol	SmallMol	QuantitativeChange	0
SmallMol	Complex	QuantitativeChange	0
SmallMol	FunctionalClass	QuantitativeChange	0
SmallMol	CellObject	QuantitativeChange	0
SmallMol	Disease	QuantitativeChange	0
SmallMol	Organ	QuantitativeChange	0
SmallMol	Virus	QuantitativeChange	0
SmallMol	ClinicalParameter	QuantitativeChange	0
SmallMol	CellProcess	QuantitativeChange	0
SmallMol	Organism	QuantitativeChange	0
SmallMol	Tissue	QuantitativeChange	0
SmallMol	Treatment	QuantitativeChange	0
SmallMol	CellType	QuantitativeChange	0
SmallMol	GeneticVariant	QuantitativeChange	0
SmallMol	MedicalProcedure	QuantitativeChange	0
SmallMol	PhosphoSite	QuantitativeChange	0
SmallMol	Hyperlink	QuantitativeChange	0
SmallMol	Mutation	QuantitativeChange	0
SmallMol	RNA	QuantitativeChange	0
SmallMol	Site	QuantitativeChange	0
SmallMol	Lysine	QuantitativeChange	0
SmallMol	MethSite	QuantitativeChange	0
Complex	Protein	QuantitativeChange	0
Complex	SmallMol	QuantitativeChange	0
Complex	Complex	QuantitativeChange	0
Complex	FunctionalClass	QuantitativeChange	0
Complex	CellObject	QuantitativeChange	0
Complex	Disease	QuantitativeChange	0
Complex	Organ	QuantitativeChange	0
Complex	Virus	QuantitativeChange	0
Complex	ClinicalParameter	QuantitativeChange	0
Complex	CellProcess	QuantitativeChange	0
Complex	Organism	QuantitativeChange	0
Complex	Tissue	QuantitativeChange	0
Complex	Treatment	QuantitativeChange	0
Complex	CellType	QuantitativeChange	0
Complex	GeneticVariant	QuantitativeChange	0
Complex	MedicalProcedure	QuantitativeChange	0
Complex	PhosphoSite	QuantitativeChange	0
Complex	Hyperlink	QuantitativeChange	0
Complex	Mutation	QuantitativeChange	0
Complex	RNA	QuantitativeChange	0
Complex	Site	QuantitativeChange	0
Complex	Lysine	QuantitativeChange	0
Complex	MethSite	QuantitativeChange	0
FunctionalClass	Protein	QuantitativeChange	0
FunctionalClass	SmallMol	QuantitativeChange	0
FunctionalClass	Complex	QuantitativeChange	0
FunctionalClass	FunctionalClass	QuantitativeChange	0
FunctionalClass	CellObject	QuantitativeChange	0
FunctionalClass	Disease	QuantitativeChange	0
FunctionalClass	Organ	QuantitativeChange	0
FunctionalClass	Virus	QuantitativeChange	0
FunctionalClass	ClinicalParameter	QuantitativeChange	0
FunctionalClass	CellProcess	QuantitativeChange	0
FunctionalClass	Organism	QuantitativeChange	0
FunctionalClass	Tissue	QuantitativeChange	0
FunctionalClass	Treatment	QuantitativeChange	0
FunctionalClass	CellType	QuantitativeChange	0
FunctionalClass	GeneticVariant	QuantitativeChange	0
FunctionalClass	MedicalProcedure	QuantitativeChange	0
FunctionalClass	PhosphoSite	QuantitativeChange	0
FunctionalClass	Hyperlink	QuantitativeChange	0
FunctionalClass	Mutation	QuantitativeChange	0
FunctionalClass	RNA	QuantitativeChange	0
FunctionalClass	Site	QuantitativeChange	0
FunctionalClass	Lysine	QuantitativeChange	0
FunctionalClass	MethSite	QuantitativeChange	0
CellObject	Protein	QuantitativeChange	0
CellObject	SmallMol	QuantitativeChange	0
CellObject	Complex	QuantitativeChange	0
CellObject	FunctionalClass	QuantitativeChange	0
CellObject	CellObject	QuantitativeChange	0
CellObject	Disease	QuantitativeChange	0
CellObject	Organ	QuantitativeChange	0
CellObject	Virus	QuantitativeChange	0
CellObject	ClinicalParameter	QuantitativeChange	0
CellObject	CellProcess	QuantitativeChange	0
CellObject	Organism	QuantitativeChange	0
CellObject	Tissue	QuantitativeChange	0
CellObject	Treatment	QuantitativeChange	0
CellObject	CellType	QuantitativeChange	0
CellObject	GeneticVariant	QuantitativeChange	0
CellObject	MedicalProcedure	QuantitativeChange	0
CellObject	PhosphoSite	QuantitativeChange	0
CellObject	Hyperlink	QuantitativeChange	0
CellObject	Mutation	QuantitativeChange	0
CellObject	RNA	QuantitativeChange	0
CellObject	Site	QuantitativeChange	0
CellObject	Lysine	QuantitativeChange	0
CellObject	MethSite	QuantitativeChange	0
Disease	Protein	QuantitativeChange	273794
Disease	SmallMol	QuantitativeChange	38031
Disease	Complex	QuantitativeChange	11882
Disease	FunctionalClass	QuantitativeChange	45546
Disease	CellObject	QuantitativeChange	1
Disease	Disease	QuantitativeChange	0
Disease	Organ	QuantitativeChange	5
Disease	Virus	QuantitativeChange	1
Disease	ClinicalParameter	QuantitativeChange	1
Disease	CellProcess	QuantitativeChange	0
Disease	Organism	QuantitativeChange	0
Disease	Tissue	QuantitativeChange	0
Disease	Treatment	QuantitativeChange	0
Disease	CellType	QuantitativeChange	10086
Disease	GeneticVariant	QuantitativeChange	0
Disease	MedicalProcedure	QuantitativeChange	0
Disease	PhosphoSite	QuantitativeChange	0
Disease	Hyperlink	QuantitativeChange	0
Disease	Mutation	QuantitativeChange	0
Disease	RNA	QuantitativeChange	0
Disease	Site	QuantitativeChange	119
Disease	Lysine	QuantitativeChange	0
Disease	MethSite	QuantitativeChange	0
Organ	Protein	QuantitativeChange	7996
Organ	SmallMol	QuantitativeChange	0
Organ	Complex	QuantitativeChange	583
Organ	FunctionalClass	QuantitativeChange	2955
Organ	CellObject	QuantitativeChange	0
Organ	Disease	QuantitativeChange	0
Organ	Organ	QuantitativeChange	0
Organ	Virus	QuantitativeChange	0
Organ	ClinicalParameter	QuantitativeChange	0
Organ	CellProcess	QuantitativeChange	0
Organ	Organism	QuantitativeChange	0
Organ	Tissue	QuantitativeChange	0
Organ	Treatment	QuantitativeChange	0
Organ	CellType	QuantitativeChange	1
Organ	GeneticVariant	QuantitativeChange	0
Organ	MedicalProcedure	QuantitativeChange	0
Organ	PhosphoSite	QuantitativeChange	0
Organ	Hyperlink	QuantitativeChange	0
Organ	Mutation	QuantitativeChange	0
Organ	RNA	QuantitativeChange	0
Organ	Site	QuantitativeChange	0
Organ	Lysine	QuantitativeChange	0
Organ	MethSite	QuantitativeChange	0
Virus	Protein	QuantitativeChange	0
Virus	SmallMol	QuantitativeChange	0
Virus	Complex	QuantitativeChange	0
Virus	FunctionalClass	QuantitativeChange	0
Virus	CellObject	QuantitativeChange	0
Virus	Disease	QuantitativeChange	0
Virus	Organ	QuantitativeChange	0
Virus	Virus	QuantitativeChange	0
Virus	ClinicalParameter	QuantitativeChange	0
Virus	CellProcess	QuantitativeChange	0
Virus	Organism	QuantitativeChange	0
Virus	Tissue	QuantitativeChange	0
Virus	Treatment	QuantitativeChange	0
Virus	CellType	QuantitativeChange	0
Virus	GeneticVariant	QuantitativeChange	0
Virus	MedicalProcedure	QuantitativeChange	0
Virus	PhosphoSite	QuantitativeChange	0
Virus	Hyperlink	QuantitativeChange	0
Virus	Mutation	QuantitativeChange	0
Virus	RNA	QuantitativeChange	0
Virus	Site	QuantitativeChange	0
Virus	Lysine	QuantitativeChange	0
Virus	MethSite	QuantitativeChange	0
ClinicalParameter	Protein	QuantitativeChange	0
ClinicalParameter	SmallMol	QuantitativeChange	0
ClinicalParameter	Complex	QuantitativeChange	0
ClinicalParameter	FunctionalClass	QuantitativeChange	0
ClinicalParameter	CellObject	QuantitativeChange	0
ClinicalParameter	Disease	QuantitativeChange	0
ClinicalParameter	Organ	QuantitativeChange	0
ClinicalParameter	Virus	QuantitativeChange	0
ClinicalParameter	ClinicalParameter	QuantitativeChange	0
ClinicalParameter	CellProcess	QuantitativeChange	0
ClinicalParameter	Organism	QuantitativeChange	0
ClinicalParameter	Tissue	QuantitativeChange	0
ClinicalParameter	Treatment	QuantitativeChange	0
ClinicalParameter	CellType	QuantitativeChange	0
ClinicalParameter	GeneticVariant	QuantitativeChange	0
ClinicalParameter	MedicalProcedure	QuantitativeChange	0
ClinicalParameter	PhosphoSite	QuantitativeChange	0
ClinicalParameter	Hyperlink	QuantitativeChange	0
ClinicalParameter	Mutation	QuantitativeChange	0
ClinicalParameter	RNA	QuantitativeChange	0
ClinicalParameter	Site	QuantitativeChange	0
ClinicalParameter	Lysine	QuantitativeChange	0
ClinicalParameter	MethSite	QuantitativeChange	0
CellProcess	Protein	QuantitativeChange	0
CellProcess	SmallMol	QuantitativeChange	0
CellProcess	Complex	QuantitativeChange	0
CellProcess	FunctionalClass	QuantitativeChange	0
CellProcess	CellObject	QuantitativeChange	0
CellProcess	Disease	QuantitativeChange	0
CellProcess	Organ	QuantitativeChange	0
CellProcess	Virus	QuantitativeChange	0
CellProcess	ClinicalParameter	QuantitativeChange	0
CellProcess	CellProcess	QuantitativeChange	0
CellProcess	Organism	QuantitativeChange	0
CellProcess	Tissue	QuantitativeChange	0
CellProcess	Treatment	QuantitativeChange	0
CellProcess	CellType	QuantitativeChange	0
CellProcess	GeneticVariant	QuantitativeChange	0
CellProcess	MedicalProcedure	QuantitativeChange	0
CellProcess	PhosphoSite	QuantitativeChange	0
CellProcess	Hyperlink	QuantitativeChange	0
CellProcess	Mutation	QuantitativeChange	0
CellProcess	RNA	QuantitativeChange	0
CellProcess	Site	QuantitativeChange	0
CellProcess	Lysine	QuantitativeChange	0
CellProcess	MethSite	QuantitativeChange	0
Organism	Protein	QuantitativeChange	0
Organism	SmallMol	QuantitativeChange	0
Organism	Complex	QuantitativeChange	0
Organism	FunctionalClass	QuantitativeChange	0
Organism	CellObject	QuantitativeChange	0
Organism	Disease	QuantitativeChange	0
Organism	Organ	QuantitativeChange	0
Organism	Virus	QuantitativeChange	0
Organism	ClinicalParameter	QuantitativeChange	0
Organism	CellProcess	QuantitativeChange	0
Organism	Organism	QuantitativeChange	0
Organism	Tissue	QuantitativeChange	0
Organism	Treatment	QuantitativeChange	0
Organism	CellType	QuantitativeChange	0
Organism	GeneticVariant	QuantitativeChange	0
Organism	MedicalProcedure	QuantitativeChange	0
Organism	PhosphoSite	QuantitativeChange	0
Organism	Hyperlink	QuantitativeChange	0
Organism	Mutation	QuantitativeChange	0
Organism	RNA	QuantitativeChange	0
Organism	Site	QuantitativeChange	0
Organism	Lysine	QuantitativeChange	0
Organism	MethSite	QuantitativeChange	0
Tissue	Protein	QuantitativeChange	4579
Tissue	SmallMol	QuantitativeChange	0
Tissue	Complex	QuantitativeChange	370
Tissue	FunctionalClass	QuantitativeChange	1683
Tissue	CellObject	QuantitativeChange	0
Tissue	Disease	QuantitativeChange	0
Tissue	Organ	QuantitativeChange	0
Tissue	Virus	QuantitativeChange	0
Tissue	ClinicalParameter	QuantitativeChange	0
Tissue	CellProcess	QuantitativeChange	0
Tissue	Organism	QuantitativeChange	0
Tissue	Tissue	QuantitativeChange	0
Tissue	Treatment	QuantitativeChange	0
Tissue	CellType	QuantitativeChange	1
Tissue	GeneticVariant	QuantitativeChange	0
Tissue	MedicalProcedure	QuantitativeChange	0
Tissue	PhosphoSite	QuantitativeChange	0
Tissue	Hyperlink	QuantitativeChange	0
Tissue	Mutation	QuantitativeChange	0
Tissue	RNA	QuantitativeChange	0
Tissue	Site	QuantitativeChange	0
Tissue	Lysine	QuantitativeChange	0
Tissue	MethSite	QuantitativeChange	0
Treatment	Protein	QuantitativeChange	0
Treatment	SmallMol	QuantitativeChange	0
Treatment	Complex	QuantitativeChange	0
Treatment	FunctionalClass	QuantitativeChange	0
Treatment	CellObject	QuantitativeChange	0
Treatment	Disease	QuantitativeChange	0
Treatment	Organ	QuantitativeChange	0
Treatment	Virus	QuantitativeChange	0
Treatment	ClinicalParameter	QuantitativeChange	0
Treatment	CellProcess	QuantitativeChange	0
Treatment	Organism	QuantitativeChange	0
Treatment	Tissue	QuantitativeChange	0
Treatment	Treatment	QuantitativeChange	0
Treatment	CellType	QuantitativeChange	0
Treatment	GeneticVariant	QuantitativeChange	0
Treatment	MedicalProcedure	QuantitativeChange	0
Treatment	PhosphoSite	QuantitativeChange	0
Treatment	Hyperlink	QuantitativeChange	0
Treatment	Mutation	QuantitativeChange	0
Treatment	RNA	QuantitativeChange	0
Treatment	Site	QuantitativeChange	0
Treatment	Lysine	QuantitativeChange	0
Treatment	MethSite	QuantitativeChange	0
CellType	Protein	QuantitativeChange	4
CellType	SmallMol	QuantitativeChange	0
CellType	Complex	QuantitativeChange	0
CellType	FunctionalClass	QuantitativeChange	0
CellType	CellObject	QuantitativeChange	0
CellType	Disease	QuantitativeChange	1
CellType	Organ	QuantitativeChange	0
CellType	Virus	QuantitativeChange	0
CellType	ClinicalParameter	QuantitativeChange	0
CellType	CellProcess	QuantitativeChange	0
CellType	Organism	QuantitativeChange	0
CellType	Tissue	QuantitativeChange	0
CellType	Treatment	QuantitativeChange	0
CellType	CellType	QuantitativeChange	0
CellType	GeneticVariant	QuantitativeChange	0
CellType	MedicalProcedure	QuantitativeChange	0
CellType	PhosphoSite	QuantitativeChange	0
